lat,lon,min_temp
-90,0.0,142.029
-90,2.5,142.029
-90,5.0,142.029
-90,7.5,142.029
-90,10.0,142.029
-90,12.5,142.029
-90,15.0,142.029
-90,17.5,142.029
-90,20.0,142.029
-90,22.5,142.029
-90,25.0,142.029
-90,27.5,142.029
-90,30.0,142.029
-90,32.5,142.029
-90,35.0,142.029
-90,37.5,142.029
-90,40.0,142.029
-90,42.5,142.029
-90,45.0,142.029
-90,47.5,142.029
-90,50.0,142.029
-90,52.5,142.029
-90,55.0,142.029
-90,57.5,142.029
-90,60.0,142.029
-90,62.5,142.029
-90,65.0,142.029
-90,67.5,142.029
-90,70.0,142.029
-90,72.5,142.029
-90,75.0,142.029
-90,77.5,142.029
-90,80.0,142.029
-90,82.5,142.029
-90,85.0,142.029
-90,87.5,142.029
-90,90.0,142.029
-90,92.5,142.029
-90,95.0,142.029
-90,97.5,142.029
-90,100.0,142.029
-90,102.5,142.029
-90,105.0,142.029
-90,107.5,142.029
-90,110.0,142.029
-90,112.5,142.029
-90,115.0,142.029
-90,117.5,142.029
-90,120.0,142.029
-90,122.5,142.029
-90,125.0,142.029
-90,127.5,142.029
-90,130.0,142.029
-90,132.5,142.029
-90,135.0,142.029
-90,137.5,142.029
-90,140.0,142.029
-90,142.5,142.029
-90,145.0,142.029
-90,147.5,142.029
-90,150.0,142.029
-90,152.5,142.029
-90,155.0,142.029
-90,157.5,142.029
-90,160.0,142.029
-90,162.5,142.029
-90,165.0,142.029
-90,167.5,142.029
-90,170.0,142.029
-90,172.5,142.029
-90,175.0,142.029
-90,177.5,142.029
-90,180.0,142.029
-90,182.5,142.029
-90,185.0,142.029
-90,187.5,142.029
-90,190.0,142.029
-90,192.5,142.029
-90,195.0,142.029
-90,197.5,142.029
-90,200.0,142.029
-90,202.5,142.029
-90,205.0,142.029
-90,207.5,142.029
-90,210.0,142.029
-90,212.5,142.029
-90,215.0,142.029
-90,217.5,142.029
-90,220.0,142.029
-90,222.5,142.029
-90,225.0,142.029
-90,227.5,142.029
-90,230.0,142.029
-90,232.5,142.029
-90,235.0,142.029
-90,237.5,142.029
-90,240.0,142.029
-90,242.5,142.029
-90,245.0,142.029
-90,247.5,142.029
-90,250.0,142.029
-90,252.5,142.029
-90,255.0,142.029
-90,257.5,142.029
-90,260.0,142.029
-90,262.5,142.029
-90,265.0,142.029
-90,267.5,142.029
-90,270.0,142.029
-90,272.5,142.029
-90,275.0,142.029
-90,277.5,142.029
-90,280.0,142.029
-90,282.5,142.029
-90,285.0,142.029
-90,287.5,142.029
-90,290.0,142.029
-90,292.5,142.029
-90,295.0,142.029
-90,297.5,142.029
-90,300.0,142.029
-90,302.5,142.029
-90,305.0,142.029
-90,307.5,142.029
-90,310.0,142.029
